id,Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,Minutes
3708,Lockout,English,6.1,2012,16+,91.0
3709,Hellboy: Blood & Iron,English,6.7,2007,16+,75.0
3712,Malli Malli Chusa,Telugu,5.0,2019,13+,126.0
3713,Shashi Babur Sansar,Bengali,6.5,2017,13+,129.0
3717,Parannu Parannu Parannu,Malayalam,6.7,1984,NR,153.0
3718,Sauda,Hindi,4.0,1995,NR,132.0
3721,Sahodarara Savaal,Kannada,7.2,1977,NR,155.0
3722,Ready,Telugu,4.7,2008,13+,172.0
3723,Vadda Kalakaar,Punjabi,5.1,2018,13+,138.0
3724,Detective,Bengali,5.9,2020,13+,115.0
3727,Rupinder Gandhi - The Gangster,Punjabi,7.3,2015,13+,131.0
3728,Atal Jaler Ahwan,Bengali,6.6,2017,13+,127.0
3729,Christmas Break-in,English,4.4,2018,7+,86.0
3730,420,Telugu,8.8,1993,NR,116.0
3731,IT Chapter Two,Telugu,6.5,2019,18+,169.0
3732,Indradhanush,Kannada,7.5,2000,NR,153.0
3734,Wonderstruck,English,6.2,2017,7+,115.0
3736,The Wife,English,7.2,2019,18+,100.0
3738,Kilichundan Mampazham,Malayalam,5.8,2003,All,147.0
3739,Shikara,Hindi,3.7,2020,13+,119.0
3740,LEGO Jurassic World The Secret Exhibit Part 2,English,6.2,2018,7+,22.0
3742,Kadhal Kan Kattudhe,Tamil,6.5,2017,All,103.0
3743,Life In A Year,Tamil,5.6,2021,13+,107.0
3745,Kong: Skull Island,English,6.6,2017,16+,118.0
3747,Hirak Rajar Deshe,Bengali,8.9,1980,NR,109.0
3750,Murattu Kaalai,Tamil,6.8,1980,All,138.0
3751,Shooter,English,7.2,2007,18+,125.0
3753,Live Die Repeat: Edge of Tomorrow,English,7.9,2014,13+,113.0
3754,Irakal,Malayalam,7.6,1985,NR,136.0
3756,Andaz,Hindi,6.7,1971,All,142.0
3759,Main Awara Hoon,Hindi,5.2,1983,13+,154.0
3760,Munna Michael,Hindi,3.3,2017,NR,139.0
3761,Foxcatcher,English,7.0,2014,18+,137.0
3762,The Last Airbender,English,4.0,2010,All,103.0
3763,One Night Stand,Telugu,3.1,2016,18+,97.0
3764,Neel Rajar Deshe,Bengali,6.6,2017,13+,106.0
3765,Bhagat Singh Ki Udeek,Punjabi,6.2,2018,13+,96.0
3766,Ramayya Vasthavayya,Telugu,6.0,2013,18+,158.0
3768,Balu Belagithu,Kannada,8.2,1970,NR,145.0
3769,Sun Meri Laila,Hindi,6.9,1983,NR,143.0
3770,Amityville: The Evil Escapes (4K Restored),English,4.3,1989,18+,95.0
3771,Zombieland: Double Tap,Tamil,6.7,2019,18+,99.0
3772,Theri (Hindi),Hindi,7.1,2016,All,128.0
3775,Zabardast,Marathi,5.6,2007,All,141.0
3776,Naanum Oru Thozhilaali,Tamil,6.5,1986,NR,129.0
3777,Beauty and the Beast,English,6.4,2016,7+,113.0
3778,Pokémon Detective Pikachu,Hindi,6.6,2019,13+,104.0
3779,Bottle Shock,English,6.8,2008,13+,109.0
3782,Aaj Ka Goonda Raaj,Hindi,5.4,1992,13+,159.0
3783,The Boy,English,6.0,2016,16+,93.0
3784,A Better Life,English,7.2,2011,13+,97.0
3785,Khatta Meetha,Hindi,7.5,1977,All,125.0
3786,Mane Number 13,Kannada,2.9,2020,16+,106.0
3787,Gali Gali Chor Hai,Hindi,5.1,2012,13+,110.0
3788,Gangster,Malayalam,3.3,2014,18+,131.0
3789,Violation of Trust,English,6.2,1991,16+,94.0
3790,The Hurt Locker,English,7.5,2009,18+,125.0
3792,Mahanagaramlo Mayagadu,Telugu,6.0,1984,NR,122.0
3794,Ratanpur,Gujarati,6.6,2018,13+,124.0
3797,Fastey Fasaatey,Hindi,4.5,2019,13+,119.0
3798,Jackie Chan: Kung Fu Master,English,4.0,2009,7+,88.0
3799,The Boy,Telugu,6.0,2016,16+,93.0
3800,Blumhouse's Fantasy Island,English,4.9,2020,18+,109.0
3801,IT Chapter Two,English,6.5,2019,18+,169.0
3802,Immaan Dharam,Hindi,5.8,1977,NR,154.0
3803,Amma Rajyam Lo Kadapa Biddalu,Telugu,3.5,2019,13+,130.0
3806,V (Kannada),Kannada,6.6,2020,16+,140.0
3808,Blood and Chocolate,English,5.5,2007,18+,98.0
3809,Eduruleni Manishi,Telugu,4.6,2001,13+,138.0
3810,Inji Iduppazhagi,Tamil,5.4,2015,All,123.0
3812,90ML,Telugu,4.9,2019,18+,157.0
3814,Diet,Bengali,7.1,2017,13+,104.0
3816,Helen,Malayalam,7.7,2019,All,116.0
3817,Drive Angry,Tamil,5.4,2011,18+,100.0
3818,Prem Mhanje Prem Mhanje Prem Asta,Marathi,6.6,2013,13+,136.0
3819,Superstar Kidnap,Telugu,6.7,2015,16+,114.0
3824,The Landlord,Telugu,5.4,2017,16+,86.0
3825,Generation Aami,Bengali,7.6,2019,13+,120.0
3827,Sri Manjunatha,Telugu,6.9,2001,NR,156.0
3828,John Day,Hindi,5.6,2013,18+,125.0
3830,Bade Changay Ne Mere Yaar Kaminey,Punjabi,5.1,2014,13+,130.0
3836,Circle Inspector,Kannada,7.3,1996,NR,129.0
3837,Saagar,Hindi,7.1,1985,All,158.0
3838,Magnolia,English,8.0,2019,16+,48.0
3839,Uda Aida,Punjabi,6.9,2019,All,135.0
3840,Sardar Papa Rayudu,Telugu,5.7,1980,NR,160.0
3841,Master (Telugu),Telugu,7.1,2021,16+,177.0
3842,Himghar,Bengali,7.4,1996,NR,105.0
3845,Night Moves,English,7.1,2013,18+,112.0
3847,Goa Dalli CID 999,Kannada,8.0,1968,NR,134.0
3848,Shivaay,Hindi,6.2,2016,16+,153.0
3849,SPREAD a.k.a. TOYBOY,English,5.8,2010,18+,93.0
3850,The Super,English,5.7,2018,18+,85.0
3851,Chilakkottudu,Telugu,6.1,1997,NR,146.0
3852,Natun Diner Alo,Bengali,6.6,1973,NR,121.0
3853,Alo,Bengali,9.0,2018,13+,14.0
3854,Asa Mi Tasa Mi,Marathi,7.0,2020,All,
3855,Amar Akbar Anthony,Telugu,4.3,2018,13+,147.0
3856,Indhiran Chandhiran,Tamil,7.2,1989,All,149.0
3857,Hasee Toh Phasee,Hindi,6.8,2014,13+,134.0
3858,Ee Rojullo,Telugu,5.6,2011,All,129.0
3859,Hero,Tamil,6.4,2019,16+,158.0
3860,Police Force : An Inside Story,Hindi,4.5,2004,18+,136.0
3863,Meghmallar,Bengali,7.8,2020,13+,92.0
3864,Chal Mera Putt,Punjabi,7.3,2019,All,123.0
3868,Fashion Designer S/o Ladies Tailor,Telugu,5.6,2017,18+,121.0
3869,Dune,English,6.5,1984,13+,136.0
3870,Eega,Telugu,7.7,2012,13+,133.0
3871,Tu Tithe Mee,Marathi,7.6,1998,All,152.0
3872,Terminator Salvation,Tamil,6.5,2009,13+,114.0
3873,Cloudy with a Chance of Meatballs,Tamil,6.9,2009,7+,89.0
3876,Dada Thakur,Bengali,6.2,2017,13+,153.0
3878,Aadhaaram,Malayalam,7.1,1992,All,133.0
3879,Section 375,Hindi,8.1,2019,13+,123.0
3880,Overcomer,Tamil,6.7,2019,7+,119.0
3881,Bodyguard,Telugu,8.1,2012,All,148.0
3883,Mr Joe B. Carvalho,Hindi,3.6,2014,13+,117.0
3886,TE3N,Hindi,7.3,2016,13+,129.0
3887,Rupkatha Noy,Bengali,6.9,2013,NR,110.0
3889,Dostigiri,Marathi,7.1,2018,13+,133.0
3890,Mission Tiger,Hindi,4.8,2016,NR,83.0
3892,Downsizing,English,5.7,2017,18+,135.0
3894,Jumanji: The Next Level,Tamil,6.6,2019,13+,123.0
3895,Ajanabee,Hindi,6.5,1974,All,138.0
3897,Cobb,English,6.4,1994,18+,128.0
3898,Bal Ganesh And The Pomzom Planet,Hindi,5.2,2017,All,79.0
3900,Captain Fantastic,English,7.9,2016,18+,114.0
3901,My Brother Nikhil,Hindi,7.2,2005,All,117.0
3902,Kaanal Neer,Tamil,6.5,2019,All,103.0
3903,Vamsha Vriksha,Kannada,8.3,1972,NR,158.0
3906,Vishwasghat,Gujarati,5.3,2014,13+,150.0
3908,Annabelle Comes Home,Hindi,5.9,2019,18+,106.0
3909,Battle for Incheon: Operation Chromite,English,6.2,2016,18+,106.0
3910,The Rhythm Section,English,5.3,2020,18+,109.0
3911,Marhi Da Deeva,English,7.6,1989,NR,124.0
3912,King,Kannada,6.8,1998,NR,122.0
3913,See No Evil 2,English,4.7,2014,16+,90.0
3914,Kalathur Gramam,Tamil,6.5,2017,13+,136.0
3916,2014 Rajkaran,Marathi,5.8,2011,All,115.0
3917,Vadaladu,Telugu,4.4,2019,13+,127.0
3918,Bombay,Tamil,8.1,1995,All,140.0
3920,Kati Patang,Hindi,7.2,1971,All,160.0
3921,Laboratory,Bengali,5.6,2018,13+,95.0
3922,Yodha,Punjabi,6.9,2014,13+,117.0
3923,Jab Tum Kaho,Hindi,5.6,2016,13+,92.0
3925,Prem Tapasya,Hindi,6.1,1983,NR,137.0
3926,Sabse Bada Rupaiya,Hindi,6.7,1976,All,135.0
3927,Logan Lucky,Tamil,7.0,2017,16+,118.0
3929,Aappan Pher Milange,Punjabi,4.3,2021,13+,137.0
3930,Seethakoka Chilaka,Telugu,7.7,1981,All,147.0
3932,Operation Diamond Racket,Kannada,7.2,1978,NR,165.0
3933,Eklavya: The Royal Guard,Hindi,6.1,2007,All,107.0
3934,1920: Evil Returns,Hindi,4.8,2012,18+,119.0
3935,Mayabazar - 1957,Kannada,5.8,1957,NR,175.0
3937,The Wild Horse Redemption,English,7.6,2019,13+,53.0
3939,Dhoom:3,Hindi,5.4,2013,13+,170.0
3940,Yeti Obhijaan,Bengali,4.2,2018,13+,126.0
3941,Gravity,Hindi,7.7,2013,13+,90.0
3942,Raman Raghav 2.0,Hindi,7.4,2016,18+,128.0
3943,Saaya,Tamil,1.4,2017,All,134.0
3944,16 VAYATHINILEY,Tamil,8.0,1977,All,132.0
3945,Don't Look,English,2.8,2019,18+,70.0
3947,The Mechanic,Tamil,6.6,2011,18+,88.0
3948,Janani Janmabhoomi,Kannada,7.9,1997,NR,142.0
3949,Dhoom:2,Hindi,6.5,2006,13+,151.0
3950,Mission: Impossible II,English,6.1,2000,16+,123.0
3951,Kroadh,Hindi,5.1,1990,18+,146.0
3955,Oorukku Nooruper,Tamil,5.0,2003,All,89.0
3956,Blackia,Punjabi,6.3,2019,13+,141.0
3958,Gopaal Krishna,Hindi,6.9,1979,All,129.0
3959,Mad About Dance,Hindi,5.0,2014,13+,117.0
3961,Halla Bol,Hindi,6.1,2008,13+,142.0
3962,Hera Pheri,Hindi,6.8,1976,All,155.0
3963,Flight 192,Kannada,5.0,2016,16+,85.0
3965,Annabelle: Creation,Hindi,6.5,2017,13+,109.0
3966,Nishant Tanwar: Dilli Se Hoon B*@!&#%D,Hindi,7.0,2018,18+,59.0
3967,Bad Boys for Life,Tamil,6.6,2020,18+,123.0
3968,Bad Ass 2: Bad Asses,English,5.6,2014,18+,90.0
3970,Aamne Samne,Hindi,6.4,1982,All,132.0
3971,Prema Katha Chitram 2,Telugu,4.8,2019,13+,134.0
3972,Underworld,English,7.0,2003,18+,121.0
3974,Dheena,Malayalam,7.1,2001,NR,158.0
3977,Munde Patiale De,Punjabi,5.1,2012,13+,104.0
3978,Asura,Telugu,6.6,2015,16+,124.0
3979,Django Unchained,English,8.4,2012,18+,165.0
3981,UNTRACEABLE,Tamil,6.2,2008,13+,96.0
3982,Journey's End,English,6.7,2017,16+,107.0
3984,Laal Kaptaan,Hindi,7.3,2019,18+,152.0
3985,Boothayyana Maga Ayyu,Kannada,8.3,1974,NR,145.0
3986,Ishk Actually,Hindi,2.6,2013,NR,103.0
3989,Ujda Chaman,Hindi,6.9,2019,13+,115.0
3990,Kunju Daivam,Malayalam,7.7,2018,All,93.0
3992,U-Turn,Bengali,6.8,2018,13+,134.0
3993,Transformers: Revenge of the Fallen,Bengali,6.0,2009,13+,149.0
3995,Nishant Tanwar: Gaadi Tera Bhai Chalayega,Hindi,7.2,2019,18+,61.0
3996,TRAFFIK,English,6.0,2018,18+,96.0
3997,Dr. Seuss' The Lorax,English,6.4,2012,7+,86.0
3998,Unhinged,Tamil,6.0,2020,18+,90.0
3999,Dhund,Hindi,7.2,1973,All,117.0
4001,Kettiyolaanu Ente Malakha,Malayalam,7.6,2019,All,133.0
4003,Sradha,Malayalam,3.6,2000,NR,136.0
4004,The Fountain,English,7.2,2006,13+,96.0
4006,Kalat Nakalat,Marathi,7.6,1989,All,147.0
4007,The Bong Connection,Bengali,6.7,2007,NR,126.0
4009,Ek Bechara,Hindi,4.7,1972,NR,109.0
4010,The Dictator,English,6.4,2012,18+,83.0
4012,Thrissur Pooram,Malayalam,5.0,2019,13+,152.0
4016,Vadhayiyaan Ji Vadhayiyaan,Punjabi,6.8,2018,13+,122.0
4018,Angrezi Mein Kehte Hain,Hindi,6.8,2018,All,108.0
4020,Asha Jaoar Majhe ( Labour Of Love ),Bengali,8.0,2015,All,82.0
4021,American Reunion ('12),English,6.7,2012,18+,112.0
4022,Happy Hunting,English,5.1,2017,18+,90.0
4023,Bibaho Obhijaan,Bengali,4.2,2019,13+,119.0
4024,Bari Tar Bangla,Bengali,6.0,2014,All,106.0
4025,Baidurya Rahasya,Bengali,7.3,2018,13+,109.0
4027,Taan,Bengali,5.1,2017,13+,106.0
4028,The Interview,English,6.5,2014,16+,112.0
4029,Garam Masala,Hindi,5.9,1972,All,109.0
4030,Krishna,Tamil,4.7,1996,13+,132.0
4031,Zombieland: Double Tap,Hindi,6.7,2019,18+,99.0
4033,Ayaash,Hindi,5.2,1982,All,133.0
4034,Agneepath (1990),Hindi,7.7,1990,13+,174.0
4035,Roudram,Malayalam,4.7,2008,NR,154.0
4036,The Window,Hindi,7.4,2018,13+,118.0
4038,The Wall,English,6.2,2017,18+,89.0
4040,Depressive Cop,English,5.8,2016,NR,13.0
4041,Bilee Gulabi,Kannada,8.4,1981,NR,115.0
4042,Yamajaathakudu,Telugu,5.0,1999,NR,144.0
4043,Viswasam,Tamil,6.6,2019,13+,150.0
4044,22G Tussi Ghaint Ho,Punjabi,5.6,2015,13+,114.0
4045,The World's First Time Machine,English,7.3,2003,7+,49.0
4047,Rajaputra Rahasyam,Telugu,8.6,1978,NR,127.0
4051,Abduction Point,Hindi,5.6,2016,18+,82.0
4053,Aalo Chhaya,Bengali,6.9,2013,NR,153.0
4054,24 Kisses,Telugu,4.8,2018,18+,122.0
4055,Pankh,Hindi,3.8,2010,NR,96.0
4056,Ekdin Pratidin,Bengali,7.2,1980,NR,86.0
4059,Namak Halaal,Hindi,7.3,1982,All,171.0
4060,Sankarabharanam,Telugu,8.7,1980,NR,144.0
4062,Mantri Gari Viyyankudu,Telugu,7.3,1983,NR,129.0
4063,The Surrogate,Kannada,7.2,2018,All,15.0
4065,Jewel,English,6.4,2001,13+,90.0
4066,Dhunki,Gujarati,7.1,2019,All,132.0
4069,Saamy,Tamil,7.3,2003,13+,159.0
4070,Khakee,Hindi,7.4,2004,16+,173.0
4071,Boobs,English,5.6,2019,13+,57.0
4073,Kasidre Kailasa,Kannada,8.7,1971,NR,147.0
4076,Notting Hill,Hindi,7.1,1999,18+,123.0
4080,An Insignificant Man,Hindi,8.7,2016,NR,97.0
4082,Neighbors,English,6.3,2014,18+,96.0
4084,Golmaal 3,Hindi,5.5,2010,NR,139.0
4085,En Purushan Kuzhandhai Maadhiri,Tamil,5.4,2001,13+,146.0
4086,Final Destination 5,Tamil,5.8,2011,18+,91.0
4088,Khawto,Bengali,6.5,2017,13+,131.0
4089,Kem Chho,Gujarati,7.5,2020,13+,141.0
4091,UNTRACEABLE,Telugu,6.2,2008,13+,96.0
4092,Dear Maya,Hindi,5.7,2017,All,130.0
4093,Parinda,Hindi,7.9,1989,18+,154.0
4094,Lakshya,Hindi,7.9,2004,13+,177.0
4095,Annamalai,Tamil,7.7,1992,All,163.0
4096,Ape,English,2.5,2012,NR,85.0
4097,Saathiya,Hindi,6.8,2002,All,138.0
4099,The Kings of Summer,English,7.1,2013,18+,94.0
4100,88 Minutes,English,5.9,2008,16+,106.0
4101,Guvva Gorinka,Telugu,4.7,2020,13+,117.0
4102,The Landlord,Gujarati,5.4,2017,16+,86.0
4104,DSP DEV,Punjabi,5.9,2019,13+,141.0
4105,Gurudu,Telugu,7.8,2013,13+,127.0
4106,Purani Haveli,Hindi,5.2,1989,18+,137.0
4107,Mumbai Pune Mumbai 3,Marathi,6.3,2018,13+,139.0
4108,How to Train Your Dragon 2,Hindi,7.8,2014,All,101.0
4109,Kalyanaraman,Tamil,6.5,1979,All,134.0
4111,Dongala Mutha,Telugu,3.8,2011,All,89.0
4112,The Babysitter's Seduction,English,5.6,1999,16+,91.0
4113,Team 5,Malayalam,4.3,2017,All,99.0
4114,Naalaiya Manithan,Tamil,6.1,1989,NR,133.0
4115,Chitti Chellelu,Telugu,7.4,1970,All,169.0
4116,Air Strike,Tamil,3.2,2018,18+,97.0
4117,Darling Darling,Malayalam,6.8,2000,NR,155.0
4118,Whiskey Tango Foxtrot,English,6.6,2016,NR,111.0
4119,Survivor,Hindi,5.6,2015,13+,96.0
4120,SP Chauhan: A Struggling Man,Hindi,5.5,2019,All,128.0
4121,Atanka,Bengali,8.7,2018,13+,106.0
4123,Balgandharva,Marathi,7.3,2011,All,124.0
4124,Nellikka,Malayalam,6.2,2015,13+,132.0
4125,Rama Chakkani Seetha,Telugu,6.0,2019,13+,121.0
4126,HAPPILY N'EVER AFTER 2: SNOW WHITE,English,3.8,2009,All,71.0
4127,Dil Bole Hadippa,Hindi,4.5,2009,13+,146.0
4128,Memoirs of an Invisible Man,English,6.0,1992,16+,99.0
4129,Dinoshark,Tamil,3.1,2010,16+,86.0
4130,Sakthi,Malayalam,3.5,1980,NR,138.0
4131,Punnaram Cholli Cholli,Malayalam,5.0,1985,NR,137.0
4132,Yajaman,Tamil,6.6,1993,All,153.0
4133,Revolutionary Road,English,7.3,2008,18+,118.0
4135,Cave of Forgotten Dreams,English,7.4,2010,7+,90.0
4138,Hate Story 4,Hindi,3.3,2018,18+,127.0
4139,Bogus,English,5.4,1996,16+,111.0
4140,Transformers: Dark of the Moon,Hindi,6.2,2011,13+,154.0
4141,The Billion Dollar Bust,English,6.6,2018,13+,41.0
4142,Mijaaj,Gujarati,6.2,2018,NR,119.0
4143,Aabhaasam,Malayalam,5.9,2018,13+,114.0
4144,Donga Donga,Telugu,6.3,1993,NR,150.0
4146,L7,Telugu,4.6,2016,18+,123.0
4147,Rendu Rellu Aaru,Telugu,6.7,2017,All,124.0
4148,Guest iin London,Hindi,5.4,2017,13+,127.0
4151,Wrath of the Titans,English,5.7,2012,13+,99.0
4154,K.G.F: Chapter 1 (Tamil),Tamil,8.2,2018,13+,154.0
4155,Chandavalliya Thota,Kannada,8.5,1964,NR,147.0
4156,Life Beyond Earth,English,7.7,2020,13+,47.0
4158,Golmaal,Marathi,7.4,2006,All,137.0
4159,A Simple Favor,English,6.8,2018,18+,116.0
4160,Me Pan Sachin,Marathi,6.6,2019,13+,135.0
4161,Vadakkunokkiyantram,Malayalam,8.3,1989,All,121.0
4162,Bloodsport,English,6.8,1988,18+,92.0
4164,Sholay,Hindi,8.2,1975,All,195.0
4165,Edge of Darkness,English,6.6,2010,18+,116.0
4167,Badal,Hindi,4.9,2000,18+,166.0
4168,Pujarini,Bengali,7.1,1984,NR,135.0
4170,Rayalaseema Ramanna Chowdary,Telugu,6.4,2000,NR,171.0
4171,Savaari,Telugu,5.7,2020,13+,140.0
4172,Gone Girl,English,8.1,2014,18+,149.0
4174,Annabelle: Creation,Tamil,6.5,2017,13+,109.0
4175,The Courier,Hindi,4.8,2019,18+,99.0
4176,Rush Hour 2,English,6.6,2001,18+,90.0
4178,Switch,English,5.8,1991,18+,103.0
4179,Prathighatana,Telugu,7.7,2014,13+,117.0
4180,Projapoti Biskut,Bengali,6.6,2018,13+,115.0
4183,Kirayadar,Hindi,6.4,1986,All,112.0
4184,Prague,Hindi,6.7,2013,13+,106.0
4185,2.0 (Tamil),Tamil,6.3,2018,13+,140.0
4187,CHAALBAAZ,Bengali,7.1,2018,13+,157.0
4189,Gauraiya,Hindi,7.0,2015,NR,105.0
4190,Ek Rishtaa - The Bond Of Love,Hindi,5.1,2001,All,173.0
4192,Cuban Colony,Malayalam,5.3,2018,13+,127.0
4193,A Beautiful Day in the Neighborhood,Telugu,7.3,2019,All,108.0
4194,Khaidi,Telugu,8.5,1983,NR,147.0
4195,Gentleman,Hindi,7.1,1989,All,119.0
4198,Kaagaz Ke Fools,Hindi,3.8,2015,13+,109.0
4199,Angrakshak,Hindi,4.4,2006,All,122.0
4200,Grown Ups 2,Hindi,5.4,2013,18+,100.0
4201,Saheb,Gujarati,5.7,2019,13+,138.0
4202,Yamudiki Mogudu,Telugu,7.3,2012,13+,153.0
4205,Jaguar (Hindi),Hindi,5.4,2016,13+,111.0
4207,Riddle of the Skies,English,7.5,2010,13+,96.0
4208,Golkeri,Gujarati,6.9,2020,13+,127.0
4211,Andaaz,Hindi,5.3,2003,13+,146.0
4213,Mella Thirandhathu Kadhavu,Tamil,7.1,1986,All,142.0
4214,Surakksha,Hindi,7.3,1979,NR,132.0
4216,Mission: Impossible Ghost Protocol,Telugu,7.4,2011,13+,132.0
4217,How to Murder a Millionaire,English,5.4,1990,16+,90.0
4218,"Blood, Sand & Gold",English,3.8,2017,18+,84.0
4219,Love,Bengali,6.1,2017,13+,116.0
4220,Ninaivu Chinnam,Tamil,6.6,1989,NR,148.0
4224,Detective Dee: Mystery of the Phantom Flame,Hindi,6.6,2011,13+,116.0
4225,Kala Viplavam Pranayam,Malayalam,4.6,2018,All,121.0
4226,Hashar - A Love Story,Punjabi,6.7,2008,NR,174.0
4227,100,Malayalam,6.5,2019,13+,136.0
4229,Freedom,Malayalam,6.5,2004,NR,133.0
4230,Khancha,Bengali,5.9,2013,NR,145.0
4231,East Side Sushi,English,7.1,2015,7+,106.0
4232,Chotushkone,Bengali,8.2,2017,13+,147.0
4234,Audition,Bengali,7.2,2018,13+,16.0
4236,Unpaused,Hindi,7.1,2020,16+,113.0
4237,Premji Rise Of A Warrior,Gujarati,7.7,2015,13+,119.0
4238,Boeing Boeing,Malayalam,6.5,1985,NR,150.0
4239,Rithubhedam,Malayalam,7.0,1987,NR,131.0
4243,Love Training,Kannada,6.4,1993,NR,117.0
4245,Rupture,English,4.8,2017,18+,97.0
4246,Saudagar,Hindi,7.2,1973,All,130.0
4248,Scooby-Doo!: The Movie,English,5.1,2002,13+,86.0
4250,Letters to Juliet,English,6.5,2010,7+,105.0
4251,Aligarh,Hindi,7.8,2016,NR,118.0
4252,The Imitation Game,English,8.0,2014,13+,114.0
4254,The Host,English,5.9,2013,18+,125.0
4255,Shapath,Hindi,5.5,1984,NR,128.0
4257,Fading Gigolo,English,6.2,2013,18+,90.0
4258,Hirak Jayanti,Bengali,6.5,1990,NR,132.0
4259,Maqsad,Hindi,5.8,1984,All,166.0
4260,Ratnamanjari,Kannada,4.6,2019,13+,147.0
4263,Meera,Hindi,8.2,1979,NR,138.0
4264,Raavan,Hindi,5.4,2010,All,136.0
4266,Jallikattu,Malayalam,7.5,2019,13+,92.0
4267,Intlo Illalu Vantintlo Priyuralu,Telugu,7.0,1996,All,147.0
4268,Aatagadharaa Siva,Telugu,7.3,2018,All,100.0
4269,Hotel Artemis,English,6.1,2018,18+,90.0
4271,Ambikapathy,Tamil,7.6,2013,NR,138.0
4272,Door Ke Darshan,Hindi,6.2,2020,13+,114.0
4273,Robibaar,Bengali,4.6,2020,13+,114.0
4276,Star Trek Beyond,Hindi,7.1,2016,16+,122.0
4277,Blackie & Kanuto ( In Hindi ),Hindi,3.3,2019,All,78.0
4278,John Wick: Chapter 2,Hindi,7.5,2017,18+,122.0
4279,Chhota Bheem - The Rise of Kirmada,Hindi,5.8,2012,All,68.0
4281,Ami Je Ke Tomar,Bengali,4.9,2017,13+,136.0
4282,Dear Dad,Hindi,6.4,2016,13+,84.0
4283,Hirak Rajar Deshe,Bengali,8.9,2018,13+,114.0
4284,Tamanchey,Hindi,4.5,2014,13+,111.0
4285,Baaz - A Bird In Danger,Hindi,3.2,2003,13+,161.0
4286,Anbukku Naan Adimai,Tamil,6.2,1980,All,129.0
4288,Bepanaah,Hindi,6.3,1985,NR,156.0
4290,Dirty Mind,Hindi,6.7,2013,All,
4291,Kshanbhar Vishranti,Marathi,6.3,2010,All,143.0
4294,I Am Ali,English,7.2,2014,7+,111.0
4295,Zindagi Na Milegi Dobara,Hindi,8.1,2011,13+,154.0
4296,Shahanpan Dega Deva,Marathi,5.1,2011,13+,115.0
4297,Putin: The New Empire,English,7.6,2020,13+,57.0
4299,Deewaanapan,Hindi,4.6,2001,NR,147.0
4300,Stuart Little,Tamil,5.9,1999,All,84.0
4301,Student Of The Year,Hindi,5.3,2012,13+,145.0
4303,Srinivasa Kalyanam,Telugu,6.1,2018,All,139.0
4304,Sri Kannika Parameswari,Tamil,7.8,2014,NR,130.0
4305,Uphaar,Hindi,7.1,1971,All,128.0
4306,Bounty Hunters,Tamil,5.4,2016,13+,105.0
4307,Cloudy with a Chance of Meatballs,English,6.9,2009,7+,89.0
4308,Memory Card,Marathi,5.4,2018,13+,100.0
4309,Tum Milo Toh Sahi,Hindi,5.7,2010,All,128.0
4310,Devi,Bengali,8.3,2020,13+,115.0
4311,The Dark Knight,English,9.0,2008,13+,152.0
4312,Encounter,Bengali,3.9,2017,13+,122.0
4313,UNTRACEABLE,Hindi,6.2,2008,13+,96.0
4314,Food Patriots,English,5.9,2019,13+,73.0
4316,47 Dhansukh Bhawan,Gujarati,5.5,2019,13+,105.0
4318,Ponmagal Vandhal,Tamil,6.8,2020,18+,123.0
4320,Street Kings,English,6.8,2008,18+,108.0
4321,Up Up & Up,Tamil,5.6,2019,All,78.0
4325,Vicky Velingkar,Marathi,4.6,2019,13+,125.0
4326,Masoom,Hindi,8.4,1983,All,137.0
4327,Hotel Milan,Hindi,3.7,2018,18+,123.0
4328,The Blair Witch Project,English,6.5,1999,18+,81.0
4329,Samurai,Tamil,6.3,2002,13+,178.0
4330,The Conjuring 2,Telugu,7.3,2016,18+,133.0
4331,Men in Black,Marathi,7.3,1997,13+,97.0
4332,Unnai Ninaithu,Tamil,6.9,2002,All,163.0
4333,Shrek 2,Hindi,7.2,2004,7+,92.0
4334,Stalking Laura (4K Restored),English,6.5,1993,16+,95.0
4335,Happy Birthday (Kannada),Kannada,3.8,2017,13+,150.0
4336,I Am Legend,English,7.2,2007,18+,100.0
4337,Super Kudumbam,Tamil,5.4,2001,13+,140.0
4340,Primer,English,6.9,2004,16+,77.0
4341,Guruji Oru Vakku,Malayalam,5.9,1985,NR,121.0
4342,Khoya Khoya Chand,Hindi,6.3,2007,13+,128.0
4343,Sniper,English,6.2,1993,18+,99.0
4345,Deergha Sumangali,Kannada,5.2,1995,NR,143.0
4346,Cheppu,Malayalam,6.9,1987,NR,130.0
4347,Jayadev,Telugu,6.3,2017,13+,135.0
4348,Chhota Bheem - Himalayan Adventure,Hindi,5.6,2016,All,94.0
4351,Daagadi Chawl,Marathi,6.2,2015,13+,114.0
4352,XXX: State of the Union,Hindi,4.5,2005,16+,100.0
4353,Jadoogadu,Telugu,5.5,2015,13+,152.0
4354,Nau Mahine Nau Divas,Marathi,5.8,2009,13+,130.0
4355,Pappu Can't Dance Saala,Hindi,6.5,2011,13+,127.0
4356,R... Rajkumar,Hindi,5.2,2013,NR,145.0
4358,Empire Records,English,6.7,1995,16+,90.0
4359,Aaru,Tamil,5.7,2005,18+,157.0
4362,Radiopetti,Tamil,7.3,2015,NR,82.0
4364,Sankashta Kara Ganapathi,Kannada,6.8,2018,13+,116.0
